"","sample","predicted_tf","deconv_tool","tumor_type","regions","seq_depth","seq_method","mixture_type","expected_tf"
"211","healthy_CRC_0_2000000_rep1",0.0125638176204925,"MeDeCom","CRC","CpGIslands","2M","rrbs","in_silico",0
"212","healthy_CRC_0_2000000_rep10",0.0108930353433143,"MeDeCom","CRC","CpGIslands","2M","rrbs","in_silico",0
"213","healthy_CRC_0_2000000_rep2",0.0009163899688804,"MeDeCom","CRC","CpGIslands","2M","rrbs","in_silico",0
"214","healthy_CRC_0_2000000_rep3",0,"MeDeCom","CRC","CpGIslands","2M","rrbs","in_silico",0
"215","healthy_CRC_0_2000000_rep4",0.0150422850407005,"MeDeCom","CRC","CpGIslands","2M","rrbs","in_silico",0
"216","healthy_CRC_0_2000000_rep5",0.011154982831901,"MeDeCom","CRC","CpGIslands","2M","rrbs","in_silico",0
"217","healthy_CRC_0_2000000_rep6",0.0007288097859026,"MeDeCom","CRC","CpGIslands","2M","rrbs","in_silico",0
"218","healthy_CRC_0_2000000_rep7",0.0060869496160788,"MeDeCom","CRC","CpGIslands","2M","rrbs","in_silico",0
"219","healthy_CRC_0_2000000_rep8",0.0028646273127794,"MeDeCom","CRC","CpGIslands","2M","rrbs","in_silico",0
"220","healthy_CRC_0_2000000_rep9",0.0038620143364318,"MeDeCom","CRC","CpGIslands","2M","rrbs","in_silico",0
"221","healthy_LC_0.0001_5000000_rep1",0.0082,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",1e-04
"222","healthy_LC_0.0001_5000000_rep10",0.0135,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",1e-04
"223","healthy_LC_0.0001_5000000_rep2",0.0177,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",1e-04
"224","healthy_LC_0.0001_5000000_rep3",0,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",1e-04
"225","healthy_LC_0.0001_5000000_rep4",0.006,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",1e-04
"226","healthy_LC_0.0001_5000000_rep5",0.0124,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",1e-04
"227","healthy_LC_0.0001_5000000_rep6",0,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",1e-04
"228","healthy_LC_0.0001_5000000_rep7",0.0182,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",1e-04
"229","healthy_LC_0.0001_5000000_rep8",0,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",1e-04
"230","healthy_LC_0.0001_5000000_rep9",0.0036,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",1e-04
"231","healthy_LC_0.001_5000000_rep1",0.0067,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.001
"232","healthy_LC_0.001_5000000_rep10",0.0049,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.001
"233","healthy_LC_0.001_5000000_rep2",0.0209,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.001
"234","healthy_LC_0.001_5000000_rep3",0.0192,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.001
"235","healthy_LC_0.001_5000000_rep4",0.011,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.001
"236","healthy_LC_0.001_5000000_rep5",0,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.001
"237","healthy_LC_0.001_5000000_rep6",0.0025,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.001
"238","healthy_LC_0.001_5000000_rep7",0.0166,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.001
"239","healthy_LC_0.001_5000000_rep8",0.011,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.001
"240","healthy_LC_0.001_5000000_rep9",9e-04,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.001
"241","healthy_LC_0.003_5000000_rep1",0.0223,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.003
"242","healthy_LC_0.003_5000000_rep10",0.0386,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.003
"243","healthy_LC_0.003_5000000_rep2",0.0158,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.003
"244","healthy_LC_0.003_5000000_rep3",0.0306,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.003
"245","healthy_LC_0.003_5000000_rep4",0.0179,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.003
"246","healthy_LC_0.003_5000000_rep5",0.0143,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.003
"247","healthy_LC_0.003_5000000_rep6",0.0105,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.003
"248","healthy_LC_0.003_5000000_rep7",0.0233,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.003
"249","healthy_LC_0.003_5000000_rep8",0.0234,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.003
"250","healthy_LC_0.003_5000000_rep9",0.0275,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.003
"251","healthy_LC_0.007_5000000_rep1",0.0331,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.007
"252","healthy_LC_0.007_5000000_rep10",0.0462,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.007
"253","healthy_LC_0.007_5000000_rep2",0.038,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.007
"254","healthy_LC_0.007_5000000_rep3",0.0427,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.007
"255","healthy_LC_0.007_5000000_rep4",0.0186,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.007
"256","healthy_LC_0.007_5000000_rep5",0.0251,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.007
"257","healthy_LC_0.007_5000000_rep6",0.0412,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.007
"258","healthy_LC_0.007_5000000_rep7",0.0264,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.007
"259","healthy_LC_0.007_5000000_rep8",0.0243,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.007
"260","healthy_LC_0.007_5000000_rep9",0.0316,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.007
"261","healthy_LC_0.01_5000000_rep1",0.0574,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.01
"262","healthy_LC_0.01_5000000_rep10",0.0433,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.01
"263","healthy_LC_0.01_5000000_rep2",0.0386,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.01
"264","healthy_LC_0.01_5000000_rep3",0.0463,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.01
"265","healthy_LC_0.01_5000000_rep4",0.0365,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.01
"266","healthy_LC_0.01_5000000_rep5",0.0369,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.01
"267","healthy_LC_0.01_5000000_rep6",0.0374,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.01
"268","healthy_LC_0.01_5000000_rep7",0.0374,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.01
"269","healthy_LC_0.01_5000000_rep8",0.0352,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.01
"270","healthy_LC_0.01_5000000_rep9",0.0393,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.01
"271","healthy_LC_0.025_5000000_rep1",0.0786,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.025
"272","healthy_LC_0.025_5000000_rep10",0.0961,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.025
"273","healthy_LC_0.025_5000000_rep2",0.0938,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.025
"274","healthy_LC_0.025_5000000_rep3",0.1041,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.025
"275","healthy_LC_0.025_5000000_rep4",0.0916,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.025
"276","healthy_LC_0.025_5000000_rep5",0.0844,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.025
"277","healthy_LC_0.025_5000000_rep6",0.0784,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.025
"278","healthy_LC_0.025_5000000_rep7",0.0899,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.025
"279","healthy_LC_0.025_5000000_rep8",0.0823,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.025
"280","healthy_LC_0.025_5000000_rep9",0.1054,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.025
"281","healthy_LC_0.05_5000000_rep1",0.1621,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.05
"282","healthy_LC_0.05_5000000_rep10",0.1789,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.05
"283","healthy_LC_0.05_5000000_rep2",0.1683,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.05
"284","healthy_LC_0.05_5000000_rep3",0.1558,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.05
"285","healthy_LC_0.05_5000000_rep4",0.1568,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.05
"286","healthy_LC_0.05_5000000_rep5",0.1556,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.05
"287","healthy_LC_0.05_5000000_rep6",0.1693,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.05
"288","healthy_LC_0.05_5000000_rep7",0.1607,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.05
"289","healthy_LC_0.05_5000000_rep8",0.142,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.05
"290","healthy_LC_0.05_5000000_rep9",0.1612,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.05
"291","healthy_LC_0.1_5000000_rep1",0.3033,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.1
"292","healthy_LC_0.1_5000000_rep10",0.2895,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.1
"293","healthy_LC_0.1_5000000_rep2",0.286,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.1
"294","healthy_LC_0.1_5000000_rep3",0.2816,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.1
"295","healthy_LC_0.1_5000000_rep4",0.2917,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.1
"296","healthy_LC_0.1_5000000_rep5",0.2883,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.1
"297","healthy_LC_0.1_5000000_rep6",0.2936,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.1
"298","healthy_LC_0.1_5000000_rep7",0.2677,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.1
"299","healthy_LC_0.1_5000000_rep8",0.2933,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.1
"300","healthy_LC_0.1_5000000_rep9",0.3004,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.1
"301","healthy_LC_0.25_5000000_rep1",0.5816,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.25
"302","healthy_LC_0.25_5000000_rep10",0.6148,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.25
"303","healthy_LC_0.25_5000000_rep2",0.6026,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.25
"304","healthy_LC_0.25_5000000_rep3",0.5872,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.25
"305","healthy_LC_0.25_5000000_rep4",0.6099,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.25
"306","healthy_LC_0.25_5000000_rep5",0.6021,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.25
"307","healthy_LC_0.25_5000000_rep6",0.5893,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.25
"308","healthy_LC_0.25_5000000_rep7",0.5994,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.25
"309","healthy_LC_0.25_5000000_rep8",0.5968,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.25
"310","healthy_LC_0.25_5000000_rep9",0.597,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.25
"311","healthy_LC_0.5_5000000_rep1",0.9793,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.5
"312","healthy_LC_0.5_5000000_rep10",0.9838,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.5
"313","healthy_LC_0.5_5000000_rep2",0.9791,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.5
"314","healthy_LC_0.5_5000000_rep3",0.9806,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.5
"315","healthy_LC_0.5_5000000_rep4",0.9859,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.5
"316","healthy_LC_0.5_5000000_rep5",0.9761,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.5
"317","healthy_LC_0.5_5000000_rep6",0.9977,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.5
"318","healthy_LC_0.5_5000000_rep7",1,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.5
"319","healthy_LC_0.5_5000000_rep8",0.9899,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.5
"320","healthy_LC_0.5_5000000_rep9",0.9783,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0.5
"321","healthy_LC_0_5000000_rep1",0.0047,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0
"322","healthy_LC_0_5000000_rep10",0,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0
"323","healthy_LC_0_5000000_rep2",4e-04,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0
"324","healthy_LC_0_5000000_rep3",0.0216,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0
"325","healthy_LC_0_5000000_rep4",0.0163,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0
"326","healthy_LC_0_5000000_rep5",0.0261,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0
"327","healthy_LC_0_5000000_rep6",0.0153,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0
"328","healthy_LC_0_5000000_rep7",0.0145,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0
"329","healthy_LC_0_5000000_rep8",0.0175,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0
"330","healthy_LC_0_5000000_rep9",0.0105,"PRMeth_RF","LC","CpGIslands","5M","rrbs","in_silico",0
"331","healthy_LC_0.0001_5000000_rep1",0.0082416455981871,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",1e-04
"332","healthy_LC_0.0001_5000000_rep10",0.0134699155158742,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",1e-04
"333","healthy_LC_0.0001_5000000_rep2",0.0177323263410827,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",1e-04
"334","healthy_LC_0.0001_5000000_rep3",0,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",1e-04
"335","healthy_LC_0.0001_5000000_rep4",0.0059753438278113,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",1e-04
"336","healthy_LC_0.0001_5000000_rep5",0.0124645264316578,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",1e-04
"337","healthy_LC_0.0001_5000000_rep6",0,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",1e-04
"338","healthy_LC_0.0001_5000000_rep7",0.0182084451051485,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",1e-04
"339","healthy_LC_0.0001_5000000_rep8",0,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",1e-04
"340","healthy_LC_0.0001_5000000_rep9",0.0036440678756361,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",1e-04
"341","healthy_LC_0.001_5000000_rep1",0.006684306891876,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.001
"342","healthy_LC_0.001_5000000_rep10",0.0049442973467412,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.001
"343","healthy_LC_0.001_5000000_rep2",0.0209533285497593,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.001
"344","healthy_LC_0.001_5000000_rep3",0.0191792848246845,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.001
"345","healthy_LC_0.001_5000000_rep4",0.0110020077914161,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.001
"346","healthy_LC_0.001_5000000_rep5",0,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.001
"347","healthy_LC_0.001_5000000_rep6",0.0025503604131704,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.001
"348","healthy_LC_0.001_5000000_rep7",0.0166119805638772,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.001
"349","healthy_LC_0.001_5000000_rep8",0.0109790179515953,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.001
"350","healthy_LC_0.001_5000000_rep9",0.0009185265691732,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.001
"351","healthy_LC_0.003_5000000_rep1",0.022273730313437,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.003
"352","healthy_LC_0.003_5000000_rep10",0.0386574426874273,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.003
"353","healthy_LC_0.003_5000000_rep2",0.0157723929842205,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.003
"354","healthy_LC_0.003_5000000_rep3",0.0306537978617761,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.003
"355","healthy_LC_0.003_5000000_rep4",0.0179461072096443,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.003
"356","healthy_LC_0.003_5000000_rep5",0.0143073966804314,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.003
"357","healthy_LC_0.003_5000000_rep6",0.0105681203078434,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.003
"358","healthy_LC_0.003_5000000_rep7",0.0232722529220081,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.003
"359","healthy_LC_0.003_5000000_rep8",0.0234666999459002,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.003
"360","healthy_LC_0.003_5000000_rep9",0.0275612363211877,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.003
"361","healthy_LC_0.007_5000000_rep1",0.0331203036005081,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.007
"362","healthy_LC_0.007_5000000_rep10",0.0461969551045754,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.007
"363","healthy_LC_0.007_5000000_rep2",0.0379723087801135,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.007
"364","healthy_LC_0.007_5000000_rep3",0.0426743577304931,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.007
"365","healthy_LC_0.007_5000000_rep4",0.0186255199391319,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.007
"366","healthy_LC_0.007_5000000_rep5",0.0251077361595152,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.007
"367","healthy_LC_0.007_5000000_rep6",0.0412007620230675,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.007
"368","healthy_LC_0.007_5000000_rep7",0.0263847996330139,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.007
"369","healthy_LC_0.007_5000000_rep8",0.0242789968591768,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.007
"370","healthy_LC_0.007_5000000_rep9",0.0316456612073266,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.007
"371","healthy_LC_0.01_5000000_rep1",0.0573853433819254,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.01
"372","healthy_LC_0.01_5000000_rep10",0.0433615151098108,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.01
"373","healthy_LC_0.01_5000000_rep2",0.0385792099941399,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.01
"374","healthy_LC_0.01_5000000_rep3",0.0462989966536526,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.01
"375","healthy_LC_0.01_5000000_rep4",0.0365019877752106,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.01
"376","healthy_LC_0.01_5000000_rep5",0.0369158592984766,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.01
"377","healthy_LC_0.01_5000000_rep6",0.0373997670259503,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.01
"378","healthy_LC_0.01_5000000_rep7",0.037391829990679,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.01
"379","healthy_LC_0.01_5000000_rep8",0.0352626311512647,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.01
"380","healthy_LC_0.01_5000000_rep9",0.0393010560456145,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.01
"381","healthy_LC_0.025_5000000_rep1",0.0785741393576063,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.025
"382","healthy_LC_0.025_5000000_rep10",0.0961346630050526,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.025
"383","healthy_LC_0.025_5000000_rep2",0.093828608609588,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.025
"384","healthy_LC_0.025_5000000_rep3",0.10409976237975,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.025
"385","healthy_LC_0.025_5000000_rep4",0.0916050095829228,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.025
"386","healthy_LC_0.025_5000000_rep5",0.0843896936511532,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.025
"387","healthy_LC_0.025_5000000_rep6",0.078383945717685,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.025
"388","healthy_LC_0.025_5000000_rep7",0.0899622708291125,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.025
"389","healthy_LC_0.025_5000000_rep8",0.0823499799617908,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.025
"390","healthy_LC_0.025_5000000_rep9",0.105434434637446,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.025
"391","healthy_LC_0.05_5000000_rep1",0.162104892526372,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.05
"392","healthy_LC_0.05_5000000_rep10",0.178896076959258,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.05
"393","healthy_LC_0.05_5000000_rep2",0.168361268404989,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.05
"394","healthy_LC_0.05_5000000_rep3",0.155804547381822,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.05
"395","healthy_LC_0.05_5000000_rep4",0.156823046036865,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.05
"396","healthy_LC_0.05_5000000_rep5",0.155651591669208,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.05
"397","healthy_LC_0.05_5000000_rep6",0.169337656292422,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.05
"398","healthy_LC_0.05_5000000_rep7",0.160716128681164,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.05
"399","healthy_LC_0.05_5000000_rep8",0.142014173800561,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.05
"400","healthy_LC_0.05_5000000_rep9",0.161229728394719,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.05
"401","healthy_LC_0.1_5000000_rep1",0.303361142277071,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.1
"402","healthy_LC_0.1_5000000_rep10",0.289494837864068,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.1
"403","healthy_LC_0.1_5000000_rep2",0.285985967142201,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.1
"404","healthy_LC_0.1_5000000_rep3",0.281619195457024,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.1
"405","healthy_LC_0.1_5000000_rep4",0.291685874161859,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.1
"406","healthy_LC_0.1_5000000_rep5",0.288317199236569,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.1
"407","healthy_LC_0.1_5000000_rep6",0.293635593057417,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.1
"408","healthy_LC_0.1_5000000_rep7",0.267730022032942,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.1
"409","healthy_LC_0.1_5000000_rep8",0.293321079926888,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.1
"410","healthy_LC_0.1_5000000_rep9",0.300462827455277,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.1
"411","healthy_LC_0.25_5000000_rep1",0.581692719657038,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.25
"412","healthy_LC_0.25_5000000_rep10",0.614807108552173,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.25
"413","healthy_LC_0.25_5000000_rep2",0.602637393514574,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.25
"414","healthy_LC_0.25_5000000_rep3",0.58722582367687,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.25
"415","healthy_LC_0.25_5000000_rep4",0.609938190307247,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.25
"416","healthy_LC_0.25_5000000_rep5",0.602164286320438,"MeDeCom","LC","CpGIslands","5M","rrbs","in_silico",0.25
